Correlativo;Tipo_bano;Variante;Fecha;Proceso;T_Espera_min;T_Real_min;T_Real_Acumulado_min;TT;Cumple_TT;Diferencia_TT_min;Porcentaje_TT;Operario_1;Operario_2;Operario_3;T_Real_horas;T_Espera_horas;T_Real_Acumulado_horas;Diferencia_TT_horas
114;114-B4-B4;B4;2025-07-09;AISLACIÓN EXTERIOR;0.0;60.02;1053.31;60;False;0.02;100.03;DS;;;1.0;0.0;17.56;0.0
114;114-B4-B4;B4;2025-07-09;ZÓCALOS Y FALDÓN;0.0;38.67;1091.97;60;True;-21.33;64.44;SN;;;0.64;0.0;18.2;-0.36
114;114-B4-B4;B4;2025-07-09;REV. EXTERIOR + SALIDA SVC;0.0;181.33;1273.31;60;False;121.33;302.22;GV;;;3.02;0.0;21.22;2.02
114;114-B4-B4;B4;2025-07-09;ARTEFACTOS SANITARIOS;0.0;58.68;1331.99;60;True;-1.32;97.81;JC;;;0.98;0.0;22.2;-0.02
114;114-B4-B4;B4;2025-07-09;ARTEFACTOS ELÉCTRICOS;0.0;26.07;1358.06;30;True;-3.93;86.89;MC;;;0.43;0.0;22.63;-0.07
114;114-B4-B4;B4;2025-07-09;ACCESORIOS DE BAÑO;0.0;2.53;1360.59;30;True;-27.47;8.44;MC;;;0.04;0.0;22.68;-0.46
114;114-B4-B4;B4;2025-07-09;TERCIADO CIELO;0.0;55.4;1415.99;30;False;25.4;184.67;AF;;;0.92;0.0;23.6;0.42
114;114-B4-B4;B4;2025-07-09;FUNCIONALIDAD;0.0;35.55;1451.54;40;True;-4.45;88.88;JC;;;0.59;0.0;24.19;-0.07
114;114-B4-B4;B4;2025-07-09;ASEO;0.0;46.93;1498.48;60;True;-13.07;78.22;DS;;;0.78;0.0;24.97;-0.22
114;114-B4-B4;B4;2025-07-09;PILASTRAS + TOPE + ÁNGULO;0.0;42.53;1541.01;60;True;-17.47;70.89;RH;;;0.71;0.0;25.68;-0.29
115;115-B4-B3;B3;2025-07-09;REVESTIMIENTO DE MUROS;0.0;57.52;57.52;60;True;-2.48;95.86;SN;;;0.96;0.0;0.96;-0.04
115;115-B4-B3;B3;2025-07-09;CANALIZACIÓN ELÉCTRICA;0.0;51.27;108.78;60;True;-8.73;85.44;MC;;;0.85;0.0;1.81;-0.15
115;115-B4-B3;B3;2025-07-09;RED AGUA POTABLE;0.0;95.73;204.52;60;False;35.73;159.56;JC;;;1.6;0.0;3.41;0.6
115;115-B4-B3;B3;2025-07-09;TRATAMIENTO UNIONES;0.0;37.35;241.87;60;True;-22.65;62.25;PH;;;0.62;0.0;4.03;-0.38
115;115-B4-B3;B3;2025-07-09;REFUERZOS;15.0;53.23;295.1;60;True;-6.77;88.72;JCO;;;0.89;0.25;4.92;-0.11
115;115-B4-B3;B3;2025-07-09;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;31.73;326.83;60;True;-28.27;52.89;SN;;;0.53;0.0;5.45;-0.47
115;115-B4-B3;B3;2025-07-09;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;98.45;425.28;60;False;38.45;164.08;CA;JC;;1.64;0.0;7.09;0.64
115;115-B4-B3;B3;2025-07-09;CERÁMICA LADO PUERTA;0.0;163.92;589.2;60;False;103.92;273.19;CA;AF;;2.73;0.0;9.82;1.73
115;115-B4-B3;B3;2025-07-09;CERÁMICA LADO WC;0.0;35.55;624.75;60;True;-24.45;59.25;SN;DS;;0.59;0.0;10.41;-0.41
115;115-B4-B3;B3;2025-07-09;MURO SPC;0.0;72.35;697.1;60;False;12.35;120.58;SN;;;1.21;0.0;11.62;0.21
115;115-B4-B3;B3;2025-07-09;RED ALC + PRUEBA;0.0;39.53;736.63;60;True;-20.47;65.89;JC;;;0.66;0.0;12.28;-0.34
115;115-B4-B3;B3;2025-07-09;FRAGÜE;0.0;45.95;782.58;60;True;-14.05;76.58;DS;;;0.77;0.0;13.04;-0.23
115;115-B4-B3;B3;2025-07-09;MONTAJE DE CIELO;0.0;25.95;808.53;60;True;-34.05;43.25;CA;;;0.43;0.0;13.48;-0.57
115;115-B4-B3;B3;2025-07-09;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;40.5;849.03;60;True;-19.5;67.5;MC;;;0.68;0.0;14.15;-0.32
115;115-B4-B3;B3;2025-07-09;CENEFA Y CORNISAS;0.0;35.45;884.48;60;True;-24.55;59.08;AF;;;0.59;0.0;14.74;-0.41
115;115-B4-B3;B3;2025-07-09;ACCESORIOS ELÉCTRICOS;0.0;30.45;914.93;60;True;-29.55;50.75;MC;;;0.51;0.0;15.25;-0.49
115;115-B4-B3;B3;2025-07-09;PUERTA Y CERRADURA;0.0;63.6;978.53;60;False;3.6;106.0;AF;;;1.06;0.0;16.31;0.06
115;115-B4-B3;B3;2025-07-09;AISLACIÓN EXTERIOR;0.0;48.07;1026.6;60;True;-11.93;80.11;DS;;;0.8;0.0;17.11;-0.2
115;115-B4-B3;B3;2025-07-09;ZÓCALOS Y FALDÓN;0.0;34.82;1061.42;60;True;-25.18;58.03;SN;;;0.58;0.0;17.69;-0.42
115;115-B4-B3;B3;2025-07-09;REV. EXTERIOR + SALIDA SVC;0.0;110.35;1171.77;60;False;50.35;183.92;JC;AF;;1.84;0.0;19.53;0.84
115;115-B4-B3;B3;2025-07-09;ARTEFACTOS SANITARIOS;0.0;67.88;1239.65;60;False;7.88;113.14;JC;;;1.13;0.0;20.66;0.13
115;115-B4-B3;B3;2025-07-09;ACCESORIOS DE BAÑO;0.0;2.52;1242.17;30;True;-27.48;8.39;MC;;;0.04;0.0;20.7;-0.46
115;115-B4-B3;B3;2025-07-09;TERCIADO CIELO;0.0;45.68;1287.85;30;False;15.68;152.28;AF;;;0.76;0.0;21.46;0.26
115;115-B4-B3;B3;2025-07-09;INST. MAMPARA;0.0;50.37;1338.22;60;True;-9.63;83.94;DS;RH;;0.84;0.0;22.3;-0.16
116;116-B4-B2E;B2E;2025-07-10;ARMADO JAULAS;0.0;37.67;37.67;60;True;-22.33;62.78;CA;DS;;0.63;0.0;0.63;-0.37
116;116-B4-B2E;B2E;2025-07-10;REVESTIMIENTO DE MUROS;0.0;28.38;66.05;60;True;-31.62;47.31;SN;;;0.47;0.0;1.1;-0.53
116;116-B4-B2E;B2E;2025-07-10;CANALIZACIÓN ELÉCTRICA;0.0;47.12;113.17;60;True;-12.88;78.53;MC;;;0.79;0.0;1.89;-0.21
116;116-B4-B2E;B2E;2025-07-10;RED AGUA POTABLE;0.0;54.83;168.0;60;True;-5.17;91.39;JC;;;0.91;0.0;2.8;-0.09
116;116-B4-B2E;B2E;2025-07-10;REFUERZOS;0.0;62.12;230.12;60;False;2.12;103.53;JCO;;;1.04;0.0;3.84;0.04
116;116-B4-B2E;B2E;2025-07-10;TRATAMIENTO UNIONES;0.0;21.68;251.8;60;True;-38.32;36.14;PH;;;0.36;0.0;4.2;-0.64
116;116-B4-B2E;B2E;2025-07-10;PAVIMENTO SPC;0.0;31.25;283.05;60;True;-28.75;52.08;SN;;;0.52;0.0;4.72;-0.48
116;116-B4-B2E;B2E;2025-07-11;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;26.2;309.25;60;True;-33.8;43.67;SN;;;0.44;0.0;5.15;-0.56
116;116-B4-B2E;B2E;2025-07-11;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;66.23;375.48;60;False;6.23;110.39;DS;MC;;1.1;0.0;6.26;0.1
116;116-B4-B2E;B2E;2025-07-11;CERÁMICA LADO WC;0.0;62.82;438.3;60;False;2.82;104.69;SN;CA;;1.05;0.0;7.31;0.05
116;116-B4-B2E;B2E;2025-07-11;CERÁMICA LADO PUERTA;0.0;53.48;491.78;60;True;-6.52;89.14;SN;CA;;0.89;0.0;8.2;-0.11
116;116-B4-B2E;B2E;2025-07-11;MURO SPC;0.0;36.6;528.38;60;True;-23.4;61.0;SN;;;0.61;0.0;8.81;-0.39
116;116-B4-B2E;B2E;2025-07-14;RED ALC + PRUEBA;0.0;59.38;587.77;60;True;-0.62;98.97;JC;;;0.99;0.0;9.8;-0.01
116;116-B4-B2E;B2E;2025-07-14;FRAGÜE;0.0;45.72;633.48;60;True;-14.28;76.19;DS;;;0.76;0.0;10.56;-0.24
116;116-B4-B2E;B2E;2025-07-14;MONTAJE DE CIELO;0.0;30.65;664.13;60;True;-29.35;51.08;CA;;;0.51;0.0;11.07;-0.49
116;116-B4-B2E;B2E;2025-07-14;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;43.72;707.85;60;True;-16.28;72.86;JC;;;0.73;0.0;11.8;-0.27
116;116-B4-B2E;B2E;2025-07-14;ACCESORIOS ELÉCTRICOS;0.0;15.53;723.38;60;True;-44.47;25.89;MC;;;0.26;0.0;12.06;-0.74
116;116-B4-B2E;B2E;2025-07-14;CENEFA Y CORNISAS;0.0;56.35;779.73;60;True;-3.65;93.92;AF;;;0.94;0.0;13.0;-0.06
116;116-B4-B2E;B2E;2025-07-14;ZÓCALOS Y FALDÓN;0.0;16.23;795.97;60;True;-43.77;27.06;SN;;;0.27;0.0;13.27;-0.73
116;116-B4-B2E;B2E;2025-07-14;AISLACIÓN EXTERIOR;0.0;65.67;861.63;60;False;5.67;109.44;DS;;;1.09;0.0;14.36;0.09
116;116-B4-B2E;B2E;2025-07-15;ARTEFACTOS SANITARIOS;0.0;69.47;931.1;60;False;9.47;115.78;JC;;;1.16;0.0;15.52;0.16
116;116-B4-B2E;B2E;2025-07-15;INST. MAMPARA;0.0;42.15;973.25;60;True;-17.85;70.25;RH;;;0.7;0.0;16.22;-0.3
116;116-B4-B2E;B2E;2025-07-17;PUERTA Y CERRADURA;0.0;91.72;1064.97;60;False;31.72;152.86;AF;;;1.53;0.0;17.75;0.53
116;116-B4-B2E;B2E;2025-07-17;REV. EXTERIOR + SALIDA SVC;7.53;84.42;1149.38;60;False;24.42;140.69;SN;;;1.41;0.13;19.16;0.41
116;116-B4-B2E;B2E;2025-07-17;ARTEFACTOS ELÉCTRICOS;0.0;23.35;1172.73;30;True;-6.65;77.83;MC;;;0.39;0.0;19.55;-0.11
116;116-B4-B2E;B2E;2025-07-17;ACCESORIOS DE BAÑO;0.0;2.52;1175.25;30;True;-27.48;8.39;PH;;;0.04;0.0;19.59;-0.46
116;116-B4-B2E;B2E;2025-07-17;TERCIADO CIELO;0.0;42.22;1217.47;30;False;12.22;140.72;CA;;;0.7;0.0;20.29;0.2
116;116-B4-B2E;B2E;2025-07-17;FUNCIONALIDAD;0.0;38.38;1255.85;40;True;-1.62;95.96;JC;;;0.64;0.0;20.93;-0.03
116;116-B4-B2E;B2E;2025-07-17;ASEO;0.0;61.75;1317.6;60;False;1.75;102.92;PH;;;1.03;0.0;21.96;0.03
116;116-B4-B2E;B2E;2025-07-17;PILASTRAS + TOPE + ÁNGULO;0.0;43.9;1361.5;60;True;-16.1;73.17;RH;;;0.73;0.0;22.69;-0.27
116;116-B4-B2E;B2E;2025-07-21;SELLOS;0.0;95.72;1457.22;60;False;35.72;159.53;PH;;;1.6;0.0;24.29;0.6
116;116-B4-B2E;B2E;2025-07-21;SELLO EXTERIOR + ESPUMA;0.0;65.82;1523.03;40;False;25.82;164.54;JCO;;;1.1;0.0;25.38;0.43
117;117-B4-B2;B2;2025-07-10;ARMADO JAULAS;0.0;30.2;30.2;60;True;-29.8;50.33;CA;DS;;0.5;0.0;0.5;-0.5
117;117-B4-B2;B2;2025-07-10;REVESTIMIENTO DE MUROS;0.0;33.92;64.12;60;True;-26.08;56.53;SN;;;0.57;0.0;1.07;-0.43
117;117-B4-B2;B2;2025-07-10;CANALIZACIÓN ELÉCTRICA;0.0;48.05;112.17;60;True;-11.95;80.08;MC;;;0.8;0.0;1.87;-0.2
117;117-B4-B2;B2;2025-07-10;RED AGUA POTABLE;0.0;40.0;152.17;60;True;-20.0;66.67;JC;;;0.67;0.0;2.54;-0.33
117;117-B4-B2;B2;2025-07-10;REFUERZOS;0.0;61.08;213.25;60;False;1.08;101.81;JCO;;;1.02;0.0;3.55;0.02
117;117-B4-B2;B2;2025-07-10;TRATAMIENTO UNIONES;0.0;29.53;242.78;60;True;-30.47;49.22;PH;;;0.49;0.0;4.05;-0.51
117;117-B4-B2;B2;2025-07-10;PAVIMENTO SPC;0.0;26.62;269.4;60;True;-33.38;44.36;SN;;;0.44;0.0;4.49;-0.56
117;117-B4-B2;B2;2025-07-11;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;46.92;316.32;60;True;-13.08;78.19;GV;;;0.78;0.0;5.27;-0.22
117;117-B4-B2;B2;2025-07-11;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;62.53;378.85;60;False;2.53;104.22;DS;MC;;1.04;0.0;6.31;0.04
117;117-B4-B2;B2;2025-07-11;CERÁMICA LADO WC;0.0;99.18;478.03;60;False;39.18;165.31;DS;MC;;1.65;0.0;7.97;0.65
117;117-B4-B2;B2;2025-07-11;CERÁMICA LADO PUERTA;0.0;67.7;545.73;60;False;7.7;112.83;DS;MC;;1.13;0.0;9.1;0.13
117;117-B4-B2;B2;2025-07-11;MURO SPC;0.0;38.57;584.3;60;True;-21.43;64.28;SN;;;0.64;0.0;9.74;-0.36
117;117-B4-B2;B2;2025-07-14;RED ALC + PRUEBA;0.0;54.68;638.98;60;True;-5.32;91.14;JC;;;0.91;0.0;10.65;-0.09
117;117-B4-B2;B2;2025-07-14;FRAGÜE;0.0;43.02;682.0;60;True;-16.98;71.69;DS;;;0.72;0.0;11.37;-0.28
117;117-B4-B2;B2;2025-07-14;MONTAJE DE CIELO;0.0;29.68;711.68;60;True;-30.32;49.47;CA;;;0.49;0.0;11.86;-0.51
117;117-B4-B2;B2;2025-07-14;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;42.37;754.05;60;True;-17.63;70.61;MC;;;0.71;0.0;12.57;-0.29
117;117-B4-B2;B2;2025-07-14;ACCESORIOS ELÉCTRICOS;0.0;10.92;764.97;60;True;-49.08;18.19;MC;;;0.18;0.0;12.75;-0.82
117;117-B4-B2;B2;2025-07-14;ZÓCALOS Y FALDÓN;0.0;44.53;809.5;60;True;-15.47;74.22;SN;;;0.74;0.0;13.49;-0.26
117;117-B4-B2;B2;2025-07-14;AISLACIÓN EXTERIOR;0.0;86.75;896.25;60;False;26.75;144.58;DS;;;1.45;0.0;14.94;0.45
117;117-B4-B2;B2;2025-07-15;CENEFA Y CORNISAS;0.0;43.83;940.08;60;True;-16.17;73.06;AF;;;0.73;0.0;15.67;-0.27
117;117-B4-B2;B2;2025-07-15;ARTEFACTOS SANITARIOS;0.0;59.72;999.8;60;True;-0.28;99.53;JC;;;1.0;0.0;16.66;-0.0
117;117-B4-B2;B2;2025-07-17;PUERTA Y CERRADURA;0.0;81.4;1081.2;60;False;21.4;135.67;AF;;;1.36;0.0;18.02;0.36
117;117-B4-B2;B2;2025-07-17;INST. MAMPARA;0.0;43.93;1125.13;60;True;-16.07;73.22;RH;;;0.73;0.0;18.75;-0.27
117;117-B4-B2;B2;2025-07-17;REV. EXTERIOR + SALIDA SVC;0.0;78.53;1203.67;60;False;18.53;130.89;SN;DS;;1.31;0.0;20.06;0.31
117;117-B4-B2;B2;2025-07-17;ARTEFACTOS ELÉCTRICOS;0.0;40.23;1243.9;30;False;10.23;134.11;MC;;;0.67;0.0;20.73;0.17
117;117-B4-B2;B2;2025-07-17;ACCESORIOS DE BAÑO;0.0;2.68;1246.58;30;True;-27.32;8.94;PH;;;0.04;0.0;20.78;-0.46
117;117-B4-B2;B2;2025-07-17;TERCIADO CIELO;0.0;40.0;1286.58;30;False;10.0;133.33;AF;;;0.67;0.0;21.44;0.17
117;117-B4-B2;B2;2025-07-17;FUNCIONALIDAD;0.0;37.38;1323.97;40;True;-2.62;93.46;JC;;;0.62;0.0;22.07;-0.04
117;117-B4-B2;B2;2025-07-17;PILASTRAS + TOPE + ÁNGULO;0.0;44.72;1368.68;60;True;-15.28;74.53;RH;;;0.75;0.0;22.81;-0.25
117;117-B4-B2;B2;2025-07-21;ASEO;0.0;71.1;1439.78;60;False;11.1;118.5;PH;;;1.18;0.0;24.0;0.18
117;117-B4-B2;B2;2025-07-21;SELLOS;0.0;112.53;1552.32;60;False;52.53;187.56;PH;;;1.88;0.0;25.87;0.88
117;117-B4-B2;B2;2025-07-21;SELLO EXTERIOR + ESPUMA;0.0;63.37;1615.68;40;False;23.37;158.42;JCO;;;1.06;0.0;26.93;0.39
118;118-B4-B4b;B4b;2025-07-10;ARMADO JAULAS;0.0;50.97;50.97;60;True;-9.03;84.94;CA;DS;;0.85;0.0;0.85;-0.15
118;118-B4-B4b;B4b;2025-07-10;REVESTIMIENTO DE MUROS;0.0;40.53;91.5;60;True;-19.47;67.56;SN;;;0.68;0.0;1.52;-0.32
118;118-B4-B4b;B4b;2025-07-10;CANALIZACIÓN ELÉCTRICA;0.0;54.73;146.23;60;True;-5.27;91.22;MC;;;0.91;0.0;2.44;-0.09
118;118-B4-B4b;B4b;2025-07-10;RED AGUA POTABLE;0.0;61.23;207.47;60;False;1.23;102.06;JC;;;1.02;0.0;3.46;0.02
118;118-B4-B4b;B4b;2025-07-11;REFUERZOS;0.0;51.55;259.02;60;True;-8.45;85.92;JCO;;;0.86;0.0;4.32;-0.14
118;118-B4-B4b;B4b;2025-07-11;TRATAMIENTO UNIONES;0.0;31.38;290.4;60;True;-28.62;52.31;PH;;;0.52;0.0;4.84;-0.48
118;118-B4-B4b;B4b;2025-07-11;PAVIMENTO SPC;0.0;38.87;329.27;60;True;-21.13;64.78;SN;;;0.65;0.0;5.49;-0.35
118;118-B4-B4b;B4b;2025-07-11;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;64.75;394.02;60;False;4.75;107.92;GV;;;1.08;0.0;6.57;0.08
118;118-B4-B4b;B4b;2025-07-11;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;45.83;439.85;60;True;-14.17;76.39;CA;AF;;0.76;0.0;7.33;-0.24
118;118-B4-B4b;B4b;2025-07-11;CERÁMICA LADO WC;0.0;45.78;485.63;60;True;-14.22;76.31;CA;AF;;0.76;0.0;8.09;-0.24
118;118-B4-B4b;B4b;2025-07-11;CERÁMICA LADO PUERTA;0.0;56.55;542.18;60;True;-3.45;94.25;CA;AF;;0.94;0.0;9.04;-0.06
118;118-B4-B4b;B4b;2025-07-14;MURO SPC;0.0;86.0;628.18;60;False;26.0;143.33;SN;;;1.43;0.0;10.47;0.43
118;118-B4-B4b;B4b;2025-07-15;RED ALC + PRUEBA;0.0;60.07;688.25;60;False;0.07;100.11;JC;;;1.0;0.0;11.47;0.0
118;118-B4-B4b;B4b;2025-07-15;FRAGÜE;0.0;48.02;736.27;60;True;-11.98;80.03;DS;;;0.8;0.0;12.27;-0.2
118;118-B4-B4b;B4b;2025-07-15;MONTAJE DE CIELO;0.0;21.48;757.75;60;True;-38.52;35.81;CA;;;0.36;0.0;12.63;-0.64
118;118-B4-B4b;B4b;2025-07-15;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;42.5;800.25;60;True;-17.5;70.83;MC;;;0.71;0.0;13.34;-0.29
118;118-B4-B4b;B4b;2025-07-15;ACCESORIOS ELÉCTRICOS;0.0;15.02;815.27;60;True;-44.98;25.03;MC;;;0.25;0.0;13.59;-0.75
118;118-B4-B4b;B4b;2025-07-15;CENEFA Y CORNISAS;0.0;40.33;855.6;60;True;-19.67;67.22;AF;;;0.67;0.0;14.26;-0.33
118;118-B4-B4b;B4b;2025-07-15;ZÓCALOS Y FALDÓN;0.0;37.5;893.1;60;True;-22.5;62.5;SN;;;0.62;0.0;14.88;-0.38
118;118-B4-B4b;B4b;2025-07-15;AISLACIÓN EXTERIOR;0.0;65.55;958.65;60;False;5.55;109.25;DS;;;1.09;0.0;15.98;0.09
118;118-B4-B4b;B4b;2025-07-15;ARTEFACTOS SANITARIOS;0.0;64.9;1023.55;60;False;4.9;108.17;JC;;;1.08;0.0;17.06;0.08
118;118-B4-B4b;B4b;2025-07-17;PUERTA Y CERRADURA;0.0;53.85;1077.4;60;True;-6.15;89.75;AF;;;0.9;0.0;17.96;-0.1
118;118-B4-B4b;B4b;2025-07-17;REV. EXTERIOR + SALIDA SVC;0.0;92.72;1170.12;60;False;32.72;154.53;SN;DS;;1.55;0.0;19.5;0.55
118;118-B4-B4b;B4b;2025-07-17;ARTEFACTOS ELÉCTRICOS;0.0;23.1;1193.22;30;True;-6.9;77.0;MC;;;0.38;0.0;19.89;-0.11
118;118-B4-B4b;B4b;2025-07-17;ACCESORIOS DE BAÑO;0.0;2.47;1195.68;30;True;-27.53;8.22;PH;;;0.04;0.0;19.93;-0.46
118;118-B4-B4b;B4b;2025-07-17;TERCIADO CIELO;0.0;44.25;1239.93;30;False;14.25;147.5;AF;;;0.74;0.0;20.67;0.24
118;118-B4-B4b;B4b;2025-07-17;FUNCIONALIDAD;0.0;27.68;1267.62;40;True;-12.32;69.21;JC;;;0.46;0.0;21.13;-0.21
118;118-B4-B4b;B4b;2025-07-17;PILASTRAS + TOPE + ÁNGULO;0.0;53.85;1321.47;60;True;-6.15;89.75;RH;;;0.9;0.0;22.02;-0.1
118;118-B4-B4b;B4b;2025-07-21;ASEO;0.0;70.85;1392.32;60;False;10.85;118.08;PH;;;1.18;0.0;23.21;0.18
118;118-B4-B4b;B4b;2025-07-21;SELLO EXTERIOR + ESPUMA;0.0;66.0;1458.32;40;False;26.0;165.0;JCO;;;1.1;0.0;24.31;0.43
119;119-B4-B4;B4;2025-07-07;TERCIADO CIELO;0.0;42.87;42.87;30;False;12.87;142.89;AF;;;0.71;0.0;0.71;0.21
119;119-B4-B4;B4;2025-07-17;REVESTIMIENTO DE MUROS;0.0;41.48;84.35;60;True;-18.52;69.14;SN;;;0.69;0.0;1.41;-0.31
119;119-B4-B4;B4;2025-07-21;CANALIZACIÓN ELÉCTRICA;0.0;58.38;142.73;60;True;-1.62;97.31;MC;;;0.97;0.0;2.38;-0.03
119;119-B4-B4;B4;2025-07-21;RED AGUA POTABLE;0.0;53.33;196.07;60;True;-6.67;88.89;JC;;;0.89;0.0;3.27;-0.11
119;119-B4-B4;B4;2025-07-21;REFUERZOS;0.0;39.62;235.68;60;True;-20.38;66.03;JCO;;;0.66;0.0;3.93;-0.34
119;119-B4-B4;B4;2025-07-21;TRATAMIENTO UNIONES;0.0;31.37;267.05;60;True;-28.63;52.28;JA;;;0.52;0.0;4.45;-0.48
119;119-B4-B4;B4;2025-07-21;PAVIMENTO SPC;0.0;39.4;306.45;60;True;-20.6;65.67;DS;;;0.66;0.0;5.11;-0.34
119;119-B4-B4;B4;2025-07-21;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;43.5;349.95;60;True;-16.5;72.5;SN;;;0.72;0.0;5.83;-0.28
119;119-B4-B4;B4;2025-07-21;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;42.48;392.43;60;True;-17.52;70.81;DS;MC;;0.71;0.0;6.54;-0.29
119;119-B4-B4;B4;2025-07-21;CERÁMICA LADO WC;0.0;57.88;450.32;60;True;-2.12;96.47;CA;;;0.96;0.0;7.51;-0.04
119;119-B4-B4;B4;2025-07-22;CERÁMICA LADO PUERTA;0.0;69.15;519.47;60;False;9.15;115.25;SN;CA;;1.15;0.0;8.66;0.15
119;119-B4-B4;B4;2025-07-22;MURO SPC;0.0;65.47;584.93;60;False;5.47;109.11;SN;;;1.09;0.0;9.75;0.09
119;119-B4-B4;B4;2025-07-23;RED ALC + PRUEBA;0.0;47.17;632.1;60;True;-12.83;78.61;JC;;;0.79;0.0;10.54;-0.21
119;119-B4-B4;B4;2025-07-23;FRAGÜE;0.0;41.3;673.4;60;True;-18.7;68.83;DS;;;0.69;0.0;11.22;-0.31
119;119-B4-B4;B4;2025-07-23;MONTAJE DE CIELO;0.0;33.47;706.87;60;True;-26.53;55.78;AF;;;0.56;0.0;11.78;-0.44
119;119-B4-B4;B4;2025-07-24;CANALIZACIÓN ELÉCTRICA CIELO Y ALAMBRADO;0.0;36.77;743.63;60;True;-23.23;61.28;MC;;;0.61;0.0;12.39;-0.39
119;119-B4-B4;B4;2025-07-24;ACCESORIOS ELÉCTRICOS;0.0;24.18;767.82;60;True;-35.82;40.31;MC;;;0.4;0.0;12.8;-0.6
119;119-B4-B4;B4;2025-07-24;CENEFA Y CORNISAS;0.0;52.53;820.35;60;True;-7.47;87.56;RH;;;0.88;0.0;13.67;-0.12
119;119-B4-B4;B4;2025-07-24;ZÓCALOS Y FALDÓN;0.0;52.82;873.17;60;True;-7.18;88.03;SN;;;0.88;0.0;14.55;-0.12
119;119-B4-B4;B4;2025-07-24;AISLACIÓN EXTERIOR;0.0;61.37;934.53;60;False;1.37;102.28;DS;;;1.02;0.0;15.58;0.02
119;119-B4-B4;B4;2025-07-24;ARTEFACTOS SANITARIOS;0.0;70.03;1004.57;60;False;10.03;116.72;JC;;;1.17;0.0;16.74;0.17
119;119-B4-B4;B4;2025-07-24;PUERTA Y CERRADURA;0.0;62.55;1067.12;60;False;2.55;104.25;AF;;;1.04;0.0;17.79;0.04
119;119-B4-B4;B4;2025-07-24;REV. EXTERIOR + SALIDA SVC;0.0;90.9;1158.02;60;False;30.9;151.5;SN;DS;;1.52;0.0;19.3;0.52
119;119-B4-B4;B4;2025-07-24;ARTEFACTOS ELÉCTRICOS;0.0;27.7;1185.72;30;True;-2.3;92.33;MC;;;0.46;0.0;19.76;-0.04
119;119-B4-B4;B4;2025-07-24;ACCESORIOS DE BAÑO;0.0;1.9;1187.62;30;True;-28.1;6.33;PH;;;0.03;0.0;19.79;-0.47
119;119-B4-B4;B4;2025-07-24;FUNCIONALIDAD;0.0;32.52;1220.13;40;True;-7.48;81.29;JC;;;0.54;0.0;20.34;-0.12
119;119-B4-B4;B4;2025-07-24;ASEO;0.0;29.55;1249.68;60;True;-30.45;49.25;DS;;;0.49;0.0;20.83;-0.51
119;119-B4-B4;B4;2025-07-24;SELLOS;0.0;116.57;1366.25;60;False;56.57;194.28;PH;;;1.94;0.0;22.77;0.94
119;119-B4-B4;B4;2025-07-24;PILASTRAS + TOPE + ÁNGULO;0.0;49.57;1415.82;60;True;-10.43;82.61;AF;;;0.83;0.0;23.6;-0.17
119;119-B4-B4;B4;2025-07-24;SELLO EXTERIOR + ESPUMA;0.0;63.48;1479.3;40;False;23.48;158.71;JCO;;;1.06;0.0;24.65;0.39
120;120-B4-B6E;B6E;2025-07-17;REVESTIMIENTO DE MUROS;0.0;43.42;43.42;60;True;-16.58;72.36;SN;;;0.72;0.0;0.72;-0.28
120;120-B4-B6E;B6E;2025-07-17;CANALIZACIÓN ELÉCTRICA;0.0;46.73;90.15;60;True;-13.27;77.89;MC;;;0.78;0.0;1.5;-0.22
120;120-B4-B6E;B6E;2025-07-17;RED AGUA POTABLE;0.0;64.3;154.45;60;False;4.3;107.17;JC;;;1.07;0.0;2.57;0.07
120;120-B4-B6E;B6E;2025-07-21;REFUERZOS;0.0;48.38;202.83;60;True;-11.62;80.64;JCO;;;0.81;0.0;3.38;-0.19
120;120-B4-B6E;B6E;2025-07-21;TRATAMIENTO UNIONES;0.0;31.95;234.78;60;True;-28.05;53.25;JA;;;0.53;0.0;3.91;-0.47
120;120-B4-B6E;B6E;2025-07-21;PAVIMENTO SPC;0.0;36.02;270.8;60;True;-23.98;60.03;SN;;;0.6;0.0;4.51;-0.4
120;120-B4-B6E;B6E;2025-07-21;INSTALACIÖN DE TINA/RECEPTÁCULO;0.0;43.92;314.72;60;True;-16.08;73.19;SN;;;0.73;0.0;5.25;-0.27
120;120-B4-B6E;B6E;2025-07-21;CERÁMICA LADO TINA/RECEPTÁCULO;0.0;74.37;389.08;60;False;14.37;123.94;SN;DS;;1.24;0.0;6.48;0.24
